name,age,mer,mer_type,mer_age,insurancecompany,policynumber,deathbenefit,productname,client,gmbh_num,change_owner_sent_date,aniversarydate,premiumadvancedate,max_anni_review_date,last_coi_date,date_addl_prem_due,calc_method,product_carrier_take_coi_age,date_addl_prem_paid,date_carrier_confirmed_premium,annualstatementdate,view_policy_value_stmt_req_latest_annual_stmt.request_sent_by,view_policy_value_stmt_req_latest_annual_stmt.date_received,view_policy_value_stmt_req_latest_policy_values.request_sent_by,view_policy_value_stmt_req_latest_policy_values.date_received,rerequest,request_made_by,request_sent_via,fpdate,reason,illustration_rec,view_illustration_latest_scenario1_service.illustration_issue,view_illustration_latest_scenario1_service.filetime,product_carrier_will_run_minpa,view_illustration_latest_select_scenarios_2.illustration run date,view_illustration_latest_select_scenarios_2.illustration_issue,min pay illustration age,view_illustration_latest_other.illustration run date,view_illustration_latest_other.illustration_issue,other illustration age,date_of_death,kbc_decision,date_request_made,request_sent_to,date_submitted_carrier,view_policy_value_stmt_req_latest_voc.request_sent_by,view_policy_value_stmt_req_latest_voc.most_recent_received,view_policy_value_stmt_req_latest_voc.complete_flag,coll_rel_agrmnt_date,viewlatest_rate_increase_notification.correspondence_type,date_recvd,effective_date,gender,dob,issueage,sub_tracking_ssn_d,ssn_issue,mpic_provider,mpic_effectivedate,stateofissue,policy_type,product_type,death_benefit_type,note_purchaser,endorsee,policiesid,program,view_policy_consolidated.provider,ilittrustee,loanagreementdate,view_policy_value_stmt_req_latest_policy_values.complete_flag,request_made,view_policy_value_stmt_req_latest_policy_values.most_recent_received,strike_price_paid,adj_strike_price_check,original_strike_price_check,rerequest_check,age_of_illustration,ltr_22_month_response,confirmed_lapse_date,rate_increase,new_owner_name,request_type,view_policy_lonsdale_status_latest.status,payoff_date_service,purchaser,view_best_purchaser_offer_accepted.provider,owner,policies.status,cv,csv,monthly_ga,annual_ga,shaow_acct,coi_estimated,view_policy_value_stmt_req_latest_annual_stmt.most_recent_submitted_carrier,view_policy_value_stmt_req_latest_policy_values.most_recent_submitted_carrier,view_policy_performance_latest.filetime,view_latest_rate_change_notification.correspondence_type,date request sent to carrier,view_illustration_latest_select_scenarios.illustration run date,ssn,mer_need_sep_req,rop,total_death_benefit,db_change,partial_surrender_amount,nullnumberforcrystal,illustration open
"Rubin, Miles",88.19,Policy,DB,Infinite,PacLife,VF50015170,1250000.00,Versa Flex V,GISF,GISF T1,NULL,2001-10-09 07:00:00.000,NULL,2017-05-24 07:00:00.000,2017-09-09 16:31:32.000,2017-12-09 17:32:14.000,Scheduled Premium,100,2017-10-02 16:29:41.000,2017-10-04 16:29:47.000,2016-10-08 19:47:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-05-19 19:49:39.000,NULL,2017-05-24 19:48:57.430,Yes,2014-02-12 08:00:00.000,NULL,45.397764,2014-02-12 08:00:00.000,NULL,45.397764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-09-17 07:00:00.000,72,2015-04-16 20:17:20.000,2015-04-16 17:49:34.000,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R5LU,69,GISF,NULL,NULL,NULL,2017-05-19 19:48:47.000,NULL,NULL,NULL,NULL,F,6.213017,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,F,F,F,NULL,NULL,2017-05-24 19:48:01.533,NULL,2014-02-12 08:00:00.000,2014-02-12 08:00:00.000,075265708,NULL,F,1250000.0000,NULL,NULL,NULL,NULL
"Selko, Mildred",92.73,Rider,DB,Infinite,AG,U10025119L,5000000.00,Plat Prov Ultra 2003,KnightBrook,NULL,NULL,2005-12-22 08:00:00.000,NULL,2017-01-04 08:00:00.000,2017-09-22 07:00:00.000,2017-11-22 08:00:00.000,NULL,100,2017-10-06 07:00:00.000,2017-10-11 16:30:21.857,2016-12-22 22:58:39.000,NULL,NULL,Crystal,2017-09-11 19:06:26.000,NULL,Crystal,Fax,NULL,NULL,2017-06-28 23:45:34.000,NULL,2017-06-28 23:45:28.490,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1925-03-04 08:00:00.000,81,2011-10-28 17:30:28.000,NULL,Companion,2011-11-29 08:00:00.000,GA,Single Life,UL,Level,NULL,NULL,Q6UJ9A00CSQ6,59,J-Curve BAC Loan,NULL,NULL,Yes,2017-06-23 17:01:04.000,2017-09-11 19:06:26.000,NULL,NULL,NULL,F,4.898093,NULL,NULL,NULL,KnightBrook Insurance Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-09-11 19:06:21.000,2017-01-04 22:58:53.953,NULL,NULL,NULL,212205600,T,F,5000000.0000,NULL,NULL,NULL,NULL
"Brody, Gerald",90.67,Rider,DB,Infinite,Travelers,7467357,10000000.00,MVP02,GISF,GISF T1,NULL,2005-12-28 08:00:00.000,NULL,2017-05-24 07:00:00.000,2017-09-28 16:35:27.000,2017-11-28 17:36:08.000,Scheduled Premium,100,2017-10-02 16:33:51.000,2017-10-04 16:34:00.000,2016-12-27 19:26:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-12-06 19:29:58.000,NULL,2017-05-24 18:29:49.227,Partial,2013-06-11 23:02:32.000,NULL,53.484549,2013-04-02 18:18:00.000,NULL,55.785667,NULL,NULL,2013-03-29 07:00:00.000,Carrier,2013-03-29 18:34:37.000,NULL,2013-04-25 18:34:48.000,Yes,NULL,NULL,NULL,NULL,Male,1927-03-26 07:00:00.000,78,2015-04-16 22:47:51.000,NULL,NULL,NULL,FL,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R4Q5,69,GISF,NULL,NULL,NULL,2016-12-06 19:29:17.000,NULL,NULL,NULL,NULL,F,11.604207,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,NULL,2017-05-24 18:27:14.800,NULL,2013-06-11 23:02:21.000,2013-06-11 23:02:32.000,578284426,T,F,10000000.0000,NULL,NULL,NULL,NULL
"Anzisi, Gennaro",83.49,Policy,DB,Infinite,Union Central,U000033960,5000000.00,Excel Protector,BAC+NCB,NULL,NULL,2006-08-10 07:00:00.000,NULL,2017-08-28 07:00:00.000,2017-10-10 07:00:00.000,2017-12-10 08:00:00.000,NULL,100,2017-10-06 07:00:00.000,2017-10-11 16:37:39.280,2017-08-09 22:18:00.000,NULL,NULL,Crystal,2017-08-11 17:26:31.000,NULL,Crystal,Fax,NULL,NULL,2017-08-14 22:25:55.000,NULL,2017-08-15 22:25:42.697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1934-05-30 07:00:00.000,72,2011-09-26 20:00:25.000,NULL,Companion,2011-11-29 08:00:00.000,NY,Single Life,UL,Level,NULL,NULL,Q6UJ9A00CSJD,59,J-Curve BAC Loan,NULL,NULL,Yes,2017-08-11 19:40:47.000,2017-08-11 17:26:31.000,NULL,NULL,NULL,F,3.353057,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-08-11 17:26:27.000,2017-08-28 22:18:19.150,NULL,NULL,NULL,062263407,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Silver, Bernard N",79.93,No ME,N/A,100,Mass,8288199,1200000.00,Blue Chip Enterprise Plus II,GISF,GISF T1,NULL,2000-11-03 07:00:00.000,NULL,2017-05-24 07:00:00.000,2017-10-03 16:38:30.000,2017-12-03 17:38:54.000,Scheduled Premium,100,2017-10-02 16:37:39.000,2017-10-04 16:37:51.000,2016-11-03 19:55:35.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-11-18 20:57:20.000,NULL,2017-05-24 19:57:12.890,NULL,NULL,NULL,NULL,2016-03-22 21:14:52.000,NULL,20.118343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1937-12-21 08:00:00.000,63,2015-04-16 20:21:18.000,NULL,NULL,NULL,NY,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R5L1,69,GISF,NULL,NULL,NULL,2016-11-18 20:56:54.000,NULL,NULL,NULL,NULL,F,12.195923,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,F,F,F,NULL,NULL,2017-05-24 19:55:55.437,NULL,NULL,NULL,060309306,NULL,F,1200000.0000,NULL,NULL,NULL,NULL
"Sadek, Constance",95.21,Policy,DB,Infinite,JP,JP5286413,1250000.00,JPF Legend 300,GISF,GISF T3,NULL,2003-03-04 08:00:00.000,NULL,2017-05-24 07:00:00.000,2017-09-04 16:41:48.000,2017-12-04 17:42:16.000,Scheduled Premium,100,2017-10-02 16:40:24.000,2017-10-04 16:40:27.000,2017-03-05 00:13:13.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-10 00:15:47.000,NULL,2017-05-24 23:15:07.933,NULL,2014-02-06 23:44:53.000,NULL,45.595003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rate Increase Notification,2016-10-05 19:01:35.000,2016-11-04 19:01:41.000,Female,1922-09-07 07:00:00.000,80,2015-04-16 23:40:18.000,NULL,NULL,NULL,FL,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R4TI,69,GISF,NULL,NULL,NULL,2017-03-10 00:14:45.000,NULL,NULL,NULL,NULL,F,8.514135,NULL,NULL,Y,"Wells Fargo Bank, N.A.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,NULL,2017-05-24 23:13:25.753,Rate Increase Notification,2014-02-06 23:44:39.000,2014-02-06 23:44:53.000,119182659,NULL,F,1174408.0000,Partial Surrender,-75591.0000,NULL,NULL
"Margolin, Helen",92.59,Policy,DB,Infinite,Lincoln,7091505,549016.00,UL 2,GISF,GISF T2,NULL,1999-10-21 07:00:00.000,NULL,2017-05-24 07:00:00.000,2017-09-21 16:44:17.000,2017-11-21 17:44:40.000,Scheduled Premium,100,2017-10-02 16:43:14.000,2017-10-04 16:43:20.000,2016-10-21 22:28:08.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-05-30 19:09:47.000,NULL,2017-06-29 19:10:48.593,Yes,2014-01-31 21:44:33.000,NULL,45.792241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1925-04-21 07:00:00.000,74,2015-04-16 23:33:00.000,NULL,NULL,NULL,FL,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R4UX,69,GISF,NULL,NULL,NULL,2017-05-30 19:09:42.000,NULL,NULL,NULL,NULL,F,5.851413,NULL,NULL,NULL,"Wells Fargo Bank, N.A.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,F,F,F,NULL,NULL,2017-05-24 22:28:26.310,NULL,2014-01-31 21:44:26.000,2014-01-31 21:44:33.000,097201342,NULL,F,549016.0000,NULL,NULL,NULL,NULL
"Dezen, John Giovani",88.04,Policy,DB,Infinite,Trans,65060873,5000000.00,Trans ACE SP,"Trillium, Inc",Trillium,2016-04-28 07:00:00.000,2006-11-10 08:00:00.000,NULL,2016-11-21 08:00:00.000,2017-10-10 07:00:00.000,2018-02-10 08:00:00.000,NULL,111,2017-10-06 07:00:00.000,2017-10-11 16:41:21.693,2016-11-11 00:47:56.000,NULL,NULL,Crystal,2017-08-11 17:10:24.000,NULL,Crystal,Fax,NULL,NULL,2017-05-19 21:28:39.000,NULL,2017-05-19 21:28:08.113,No,2015-09-28 19:19:06.000,NULL,25.904010,2016-05-20 17:35:57.000,NULL,18.178829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-11-11 08:00:00.000,76,NULL,NULL,NULL,NULL,NV,Single Life,UL,Level,NULL,NULL,Q6UJ9A00E1UX,53,Lux Co Del Mar,NULL,NULL,Yes,2017-05-11 15:19:35.000,2017-08-11 17:10:24.000,NULL,NULL,NULL,F,6.213017,NULL,NULL,NULL,"Wells Fargo Bank, N.A, as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,T,F,NULL,2017-08-11 17:10:04.000,2016-11-22 00:48:32.027,NULL,2015-09-28 19:18:48.000,2015-09-28 19:19:06.000,430206458,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Croft, James E",95.63,Policy,DB,Infinite,Columbus,CM5011504U,1000000.00,Mainsail UL,USLP,Apollo-Refi,2011-07-12 21:59:24.000,2004-04-08 07:00:00.000,NULL,2017-04-21 07:00:00.000,2017-10-08 07:00:00.000,2018-02-08 08:00:00.000,NULL,100,2017-08-07 15:59:07.000,2017-08-10 16:04:56.307,2017-04-07 21:53:38.000,NULL,NULL,Crystal,2017-08-10 16:18:02.000,NULL,Crystal,Fax,NULL,NULL,2017-10-18 16:05:13.000,NULL,2017-10-18 16:05:05.017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011-12-13 08:00:00.000,Carrier,2011-12-13 17:21:49.000,Crystal,2011-12-15 17:22:01.000,Yes,NULL,NULL,NULL,NULL,Male,1922-04-09 07:00:00.000,81,2012-10-29 07:00:00.000,NULL,Knight,2013-01-15 08:00:00.000,AZ,Single Life,UL,Level,NULL,NULL,Q6UJ9A00D50C,53,Lux Co Del Mar,NULL,NULL,Yes,2017-10-11 15:11:06.000,2017-08-10 16:18:02.000,NULL,NULL,NULL,F,1.216305,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-08-09 19:38:07.000,2017-04-21 21:54:06.237,NULL,NULL,NULL,557260809,NULL,F,975000.0000,DB Reduction,-25000.0000,NULL,NULL
"Kubrin, Jay",83.37,NULL,NULL,NULL,SLD,1626853,5000000.00,Life Design GUL,Corry Capital,NULL,NULL,2008-01-10 08:00:00.000,NULL,NULL,2017-10-10 07:00:00.000,2017-11-10 21:42:06.000,NULL,NULL,2017-10-02 20:42:50.000,2017-10-02 20:42:06.000,NULL,NULL,NULL,Simone,2017-05-08 17:29:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1934-07-12 07:00:00.000,73,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A00N690,250,Corry Capital,NULL,NULL,Yes,NULL,2017-05-08 17:29:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-05-08 17:29:55.000,NULL,NULL,NULL,NULL,562404159,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Goldfield, Morton",91.6,NULL,NULL,NULL,ReliaStar,SC2352418G,660000.00,NULL,Corry Capital,NULL,NULL,1999-05-27 07:00:00.000,NULL,NULL,2017-09-27 07:00:00.000,2017-11-27 21:44:57.000,NULL,NULL,2017-10-02 20:46:13.000,2017-10-02 20:44:58.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1926-04-18 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A012DKX,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,170244015,NULL,F,660000.0000,NULL,NULL,NULL,NULL
"Remstein, Phillip",80.69,NULL,NULL,NULL,Trans,60145260,300000.00,NULL,Corry Capital,NULL,NULL,1998-07-01 07:00:00.000,NULL,NULL,2017-10-01 07:00:00.027,2017-11-01 20:47:56.000,NULL,NULL,2017-06-01 22:30:28.000,2017-06-02 22:30:30.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1937-03-18 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A012887,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,206289011,NULL,F,300000.0000,NULL,NULL,NULL,NULL
"French, Harry B.",91.77,NULL,NULL,NULL,Trans,60098300,3000000.00,NULL,Corry Capital,NULL,NULL,2002-08-14 07:00:00.000,NULL,NULL,2017-09-14 07:00:00.087,2018-03-14 20:53:41.000,NULL,NULL,2016-01-01 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1926-02-16 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A012DL6,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,193201298,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
"Bowers, Robert L",88.22,NULL,NULL,NULL,Trans,65094778,10000000.00,NULL,Corry Capital,NULL,NULL,2008-03-05 08:00:00.000,NULL,NULL,2017-10-05 07:00:00.000,2017-11-05 21:55:32.000,NULL,NULL,2017-10-02 20:56:18.000,2017-10-03 20:55:32.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-09-06 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127SQ,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,454302970,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Ciampoli, Adlyn",90.77,NULL,NULL,NULL,Trans,92509408,725000.00,NULL,Corry Capital,NULL,NULL,1995-07-06 07:00:00.000,NULL,NULL,2017-10-06 07:00:00.590,2021-03-06 21:57:51.000,NULL,NULL,2016-01-01 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1927-02-17 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A01282C,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,207207058,NULL,F,725000.0000,NULL,NULL,NULL,NULL
"Benirschke, Marion E",90.59,NULL,NULL,NULL,SLD,1527257,973680.00,NULL,Corry Capital,NULL,NULL,1993-10-05 07:00:00.000,NULL,NULL,2017-10-05 07:00:00.000,2017-11-05 22:00:06.000,NULL,NULL,2017-10-02 21:01:05.000,2017-10-02 21:00:06.000,NULL,NULL,NULL,Simone,2017-05-08 17:32:07.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1927-04-22 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127SE,250,Corry Capital,NULL,NULL,Yes,NULL,2017-05-08 17:32:07.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-05-08 17:32:02.000,NULL,NULL,NULL,NULL,516360789,NULL,F,973680.0000,NULL,NULL,NULL,NULL
"Carrus, Jean",87.59,NULL,NULL,NULL,Sun Life,020131208,10000000.00,Protector Plus,Corry Capital,NULL,NULL,2006-09-13 07:00:00.000,NULL,NULL,2017-09-13 07:00:00.000,2017-11-13 22:03:54.000,NULL,NULL,2017-10-02 21:04:17.000,2017-10-02 21:03:55.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1930-04-22 07:00:00.000,NULL,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A00N66N,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,089224205,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Goodwin, Reese",85.18,NULL,NULL,NULL,Sun Life,030005265,10000000.00,NULL,Corry Capital,NULL,NULL,2007-09-26 07:00:00.000,NULL,NULL,2017-09-26 07:00:00.000,2018-08-26 21:04:50.000,NULL,NULL,2016-01-01 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1932-09-19 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A01283Z,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,519321423,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Rocque, Robert",84.72,NULL,NULL,NULL,Hartford,U01847542,5000000.00,NULL,Corry Capital,NULL,NULL,2007-08-28 07:00:00.000,NULL,NULL,2017-09-28 07:00:00.000,2017-11-28 22:07:42.000,NULL,NULL,2017-10-02 21:08:10.000,2017-10-02 21:07:43.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1933-03-07 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A01288V,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,320263650,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Singer, Sandy",79.03,NULL,NULL,NULL,Hartford,IU3148362,5000000.00,NULL,Corry Capital,NULL,NULL,2012-12-21 08:00:00.000,NULL,NULL,2017-09-21 07:00:00.877,2017-11-21 22:08:50.000,NULL,NULL,2017-10-02 21:09:16.000,2017-10-02 21:08:50.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1938-11-13 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0128A6,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,560488865,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Solomon, Michael",79.84,NULL,NULL,NULL,Hartford,IU3155270,10000000.00,NULL,Corry Capital,NULL,NULL,2012-07-21 07:00:00.000,NULL,NULL,2017-09-21 07:00:00.993,2017-11-21 22:09:50.000,NULL,NULL,2017-10-02 21:10:04.000,2017-10-02 21:09:50.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1938-01-20 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127ZS,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,090320823,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
